cid,text,time,author,channel,votes,photo,heart,video_id
Ugyfxk6rRdvwXRWQUGd4AaABAg,Ай-ай-ай! Как не стыдно красть чужие видео?! Лови страйк!,قبل 3 سنوات,Anfisa,UCtsfeQCZb6HU8pHIX8695xg,2,,False,m8pJk-8FDlQ
UgzC6mbThkmg08YQP2Z4AaABAg,副作用が出てる人いるみたいだし、次回の病院でお医者さんに聞いてからの方が良いんじゃないかな(><),قبل 4 سنوات,nao nao,UCx8pkuCU_q3F-3vqcNtvUKg,11,,False,I8gt80Ec6Tw
Ugi0TZqHGix1kXgCoAEC,"Ok so reking me? I died from you once,  didnt upload the bit where I killed u twice, And the thing was I was playing for bout 5 minutes... And u get cocky and upload a 1 minute video of trying to kill me,Ok, If I upload a video of me killing u,It would be an hour in fast foward.",قبل 8 سنوات,Left4Revenge24,UCdooroJN5HhAcWj4sYI9kXQ,0,,False,wc9B6jOntrI
UgxJ_UhyHGFu67EUPJJ4AaABAg,"Уважаемые сяомидрочеры! 
Я еще сутки буду отвечать на ваши высеры. 
Надоели вы мне, затариваться пойду на али (да и днюха у али) подарочными сертификатами - http://got.by/te5ho",قبل 5 سنوات,GENA IMHO,UCvBFuQHpna630ryL9vJOQGQ,0,,False,R0c1_JjGQPI
UgikGp_9US369HgCoAEC,Hebat hebat hebat,قبل 7 سنوات,remi syah,UCGLYJcb2SG84KHsQvrxu6kA,0,,False,vHnOTP6O7rI
Ugy16xS2-DBxMPmWk0B4AaABAg,Fichissimo sto computer XD,قبل 12 سنة,Tony Beast,UCoV4YnA9IQba6Zoj7g-8ygA,0,,False,h8e0ICk9wEg
UgwZp8Lxz5mIV6iIWgR4AaABAg,Useful. Helpful. Intelligent. You're none of these.,قبل 8 سنوات,Ben M,UCMlcCYJv0tUkP2hzuxnrQ5Q,0,,False,3LNYRF6JR2M
Ugx6zFCKdMXY-fv1Wbt4AaABAg,cuando va entender la gente qe juega freestyle... qe los jueces de los torneos mundiales... qiere mirar coreografias de baile + cosplay.... dejen atras los powermoves y sus cosas de break dance... y si no fijence en los qe ganaron el primer lugar... xD   qieren ganar un mundial?  bailen como ellos y por lo menos alcanzaran un 3er lugar como ellos..... saludos....,قبل 9 سنوات,JJTaboada,UCEoN3B4zLy2f-ndjR27oZFQ,0,,False,Did-MVHgkhE
Ugj31GVsbA8l0HgCoAEC.8CnIZ9g00Ld8CnLHe-NTtz,thanks,قبل 5 سنوات,Legacy Nation,UC_MDsYNG1D_J-A9-4tyTJMg,0,,False,TitZoYx9hkM
UgydZl7HfIGhWAYO2T54AaABAg,"hahahahahhahaahahahhahahahhahahahah ridicolo!!
",قبل 10 سنوات,TheMalboro999,UC4MPWWFeBsU2QmKF0Hd5gxQ,0,,False,S-KsfWvIId0
UgjegvdA4FU4u3gCoAEC,	 	 	 	...E soprattutto noi abbiamo valori come l'identita' nazionale come la cultura dello studente come una cosa goliardica infatti nel nostro slogan c'e' anche la feluca che rappresenta proprio l'impegno universitario per mettere lo studente proprio a confronto con la realta' universitaria che puo' dare anche una sorta di via che e' anche quella politica in cui uno puo' far carriera e puo' fare molte e puo' mettere anche tante altre vie... Piu' o meno.,قبل 7 سنوات,escalansa83,UCwwUrrRkmeV8ikU5Jn-Xmwg,0,,False,MyV44ADJ48U
UgjkEfkOfNjieHgCoAEC,"I thought the cringe was done, but then I saw your agario skills...",قبل 6 سنوات,epic,UCltHGwah6gPjUufVJcBglVg,0,,False,0jut6Yo54YQ
Ugwg5M-c-MmuXIgUDJN4AaABAg,"Ой, вы знаете, искал примеры по синдромам... И этот отлично подходит ко всем!",قبل 4 سنوات,Havealot #,UCfRbSUrJWvX0jsfhcXAk6yw,0,,False,ZRNdX1w-kQc
UgiwNA8p4uhEbHgCoAEC.8PB-SpvoU2B8V8mYsdFysS,Tell me where genos is.,قبل 4 سنوات,IgorPyragon,UCVmd_NT98N2YiPI77oXiwPA,0,,False,80dmYfre_9g
UghpEZJ2uYL7MHgCoAEC,Kamako hbal we chaab Rah mesaklopi okeyyyyy Gambitta hewmati@,قبل 5 سنوات,karim kamako,UCFGrxrCDAexubNJm8EhhDcw,1,,True,yJYxj3lfzkM
UgwdJE64iJgDMrRFCC54AaABAg,"because its used on forum wars, and hes called a re re on it.... i play it 2, fun game",قبل 13 سنة,Mart,UCRDUKPfhzxQ01USfjtpj9IA,0,,False,XEk6_wGrsRk
UgiSrtzTnKri_ngCoAEC,скажите чит,قبل 5 سنوات,Face Gucci,UCbnHPI9z7R3-gupo5XekXjg,0,,False,1ByFMzzEjog
UgjhElvLitXOIHgCoAEC,"Is mein karishma kahan or kia hai zara bata do yaar?
Ladka or ladki sab ke samne behayai kar rahe hain or app kahty ho Kudrat Ka Karishma...?",قبل 5 سنوات,UBAID RABBANI,UCkujGtgRAimZq0diQDnMP1g,3,,False,7vEvC1nIlsY
UghLb6iBHC-uWXgCoAEC,this guy stoop!,قبل 8 سنوات,andre pabilona,UCHx92bAMO_4pfSuY8k_EoEg,2,,False,7niiI9M5-rs
Ugz9Yf4Il11V2Y-4emN4AaABAg,"@RobinLandman Thank you for pointing that out, i laughed so fucking hard!",قبل 10 سنوات,Owen Payne,UCq05I4zpd1oc8wO2Jhr1XVQ,0,,False,00nzK8Plt8o
UgyDmgxZ3dxKopacQm54AaABAg,*Trips and steps on motherboard*,قبل 12 سنة,austin brown,UCZkY7C0b3Axj14wMP17uqRQ,0,,False,IhBjb35iX3g
Ugw5s4mYZS49_HXnzw94AaABAg,"Menteur va ...""j'aime pas"" direct et je zappe..Castener j'ai un pote de formation bagagiste ça l’intéresse de bosser pour 10000 euros ,il trouve que correct comme salaire!!! comment vous faire parvenir son CV",قبل 3 سنوات,Hannibal34,UCdaHxG_pvb8O44fJt1S14Cg,5,,False,Q0Y_xhd5mJM
Ugy6zELhZ4FA6X7F0El4AaABAg,"Ara heriqa Njdehi anun@ tas, ay dashtani tryapka, Njdeh@ cher talanum sepakan hayreniqn u azgin, ay BOZ, vonc vor du u papat , xerjon eli ,de Gide's .",قبل 3 سنوات (تم تعديله),ԻՄ ԱՆՈՒՇ ՀԱՅԱՍՏԱՆ,UC7UUE0_YVcZ3x2qaWtSRwYA,0,,False,_C0xKWs4JzQ
UghjGRFbnNDIgngCoAEC,*Feeling confused 😣,قبل 8 سنوات,meiya3107,UC1ndctLsVOlyIGuAATRSJ0w,0,,False,u2qU9GR1_Lo
UgjQ2JozS6Oy4XgCoAEC,Mga talangka d matanggap 😂😂😂,قبل 6 سنوات,Mama ni Xiaxia Kunieda,UCjTYqZOnQCHsmUk89PunEJQ,1,,False,LhdmQu8LgTU
UggUAZBIUE2FCXgCoAEC,Haha! Di kami natatakot...,قبل 4 سنوات,Rosca Asdang,UCB3TU20H-xZGIul2Pfb4uLA,0,,False,QgEZpmJkWQk
Ugz6lJfzMaOupE76HmN4AaABAg,"Susan Boyle Stuns Crowd with Epic Singing Video, She stuns Malaysian with her Epic emotion + question.",قبل 10 سنوات,chai,UCoFg8-O-yQs3VxRv-vfIYgQ,0,,False,VpuZur09OMU
Ugwey_EFFrnR8iWLP_V4AaABAg,.Ona uczy matmy w szkole podstawowej💀,قبل 3 سنوات,Tomek Hauzer,UCKLPx76GgiLzahzvCxfnOtw,6,,False,uch1Z7revZ4
UgzGW8Uozg-8nYIxEpl4AaABAg,The dolphins were protecting you from sharks.,قبل 3 سنوات,Arnold Stollar,UCsoqbz4J-0IeSxQxMVq8s8A,0,,False,b_xbnRD2JCo
UgyUyu7QdB81gB_SOxl4AaABAg,自己開趴自己爽 就不要怪別人 對比高雄那些氣爆的人 這些開趴要東要西的人真不要臉,قبل 4 سنوات,cih,UCukGp6_tCkF4IFtMi4CqITw,6,,False,hXF3-zQ7HJw
UgyB3s705kM7ok1IvLZ4AaABAg.8wVjIsPiI0V9I4xJpb6qMF, @MALWARE HACK TEAM  Im your dad,قبل سنة واحدة,Furkan Yakın,UCTzCqn5hoPNvFeS0SCnvysA,1,,False,zvuQNl6yfhY
UgwCvAaER5BFWIGWnHt4AaABAg,"É algum tipo de distúrbio sim,uma vez que tudo na natureza gira em torno da reprodução das espécies,não faz sentido indivíduos que se anulem em um único sexo.",قبل 3 سنوات,Marcos Rogério de Barros,UCP_Cd_lQFpSMqz2AwGe3N9Q,1,,False,TUXGZlZ3OgE
UgyxFG82EXdOmgRTvuZ4AaABAg,Klo pihak penguasa bebas mau ngapain aja itu lah hebat nya penguasa yg sekarang,قبل 3 سنوات,Awik Botak,UCaHMiA_0XxGlkzbH6_7xrkQ,1,,False,pMLsZuYyJ44
Ugy9hbSBwVo7RV8LFiZ4AaABAg,Рукожоп,قبل 8 أشهر,АС,UCEK4WVtOOXcFJGxhW0JsgMg,0,,False,2V7qwljxL1g
Ugxr-ZKPvoKE1Z46YEV4AaABAg,"@bbcake009 i have suffered from anorexia and bulimia for 7 years now. i pray every day that this torture will stop. that my mind will change and ill be cured and see the person every one else seems to see. Bulimia sure as hell is a disease. dont say other wise if u have not been there yourself or seen a family member suffer. you dont think people with bulimia need help... say that to the families that have lost loved ones to the illness.  
",قبل 10 سنوات,lavieboheme20,UCMSOMNL_HxhZzZDTetQTJHQ,0,,False,331aJ-oR2rw
UgwFd1FE2eXjAXxBqtB4AaABAg,この歌初めて聞いたこんな歌あんだ初めて知った阿部さんだれそして,قبل 5 سنوات,チャンネルさくしゃん,UCX6gEsrrGW-JjLUB-6z1MNg,0,,False,1pwW3jsFeio
UgwTgCoFsdAwMiVXZQZ4AaABAg,poate 30w dar nu 700w  uita-te la filmu meu,قبل 12 سنة,Valentin George,UC_9-HHvQIQv39vN6X2W3XbQ,0,,False,XMP_h8EvD-0
Ughmn4SlIM5X0ngCoAEC,趙雲被玩成這樣,قبل 5 سنوات,陳奕廷,UCxRnEN-dgfIQyeCGbC_z9Tw,0,,False,FMDDXLBCPFc
UgiBUBlK8dHSfXgCoAEC,Ein klarer grund warum er gegangen ist die polizei solte mal lieber aufpassen einfach nur traurig,قبل 6 سنوات,Tiger-._,UCbGemnMFRTti2QsqCEpCpvw,0,,False,xR61pYfPq-4
UgzWHKCQhyYFjhhk0CZ4AaABAg,は？？？,قبل 11 سنة,永門大輔,UC1_CD19_f8Ki_YR0qO1TErA,0,,False,7JlQnL7tLpI
Ugw0o0qpybJcu2K7iWd4AaABAg,Absolutely degenerate,قبل 4 سنوات,eggeregged,UCeUpLjy6Kd_A8DFFqpmXA-w,99,,False,peZN3EE2wJk
UgjabXgVKaeabngCoAEC,ахуеть какая новая,قبل 6 سنوات,Avevos || World Of Tanks,UCBQETIKdCyWX0ISwX3ZezOg,0,,False,Q-4g5dEGnE0
UgzhsGOl0tw0U7kNQMN4AaABAg,"this isn't about  cooking with chard at all, tsk tsk",قبل 9 سنوات,nimoisansvous,UCEzHOL7-vH4R1KMTcfYHIGg,0,,False,9ieQGQVkpOw
Ugwikw5b9MkOLquzYiZ4AaABAg,Bob the bribery guy!,قبل 4 سنوات,stopscammingman,UCQzbzuivzpLEJZ2oCYszs3Q,3,,False,Xu3kJ2yTyH4
UgwIvBuANTa8_esHIPZ4AaABAg,Ей точно 16? Не 20?,قبل سنة واحدة,Tana _,UCk5kLi6X2DUi_01EBqvSf9w,0,,False,ee7r3tJ3qwU
Ugxu8tPfcMxI6iC6C5t4AaABAg,Wtf?,قبل 4 سنوات,Mi Wei,UCn6xU9_8-tM7ajat804pFXQ,3,,False,dRXbcDpnM84
UgxKRz3OnAM8ndGci2Z4AaABAg,me encanta las letras de esta canion!! saludos a todos.,قبل 11 سنة,Alejandra Maqque,UCWKAGkMvH6jdWfgQdwOuogA,1,,False,Sc7t0gbjMQU
UgzLIvS77ZSwtnbAcdZ4AaABAg,Yes its illegal to drive with your glow kit on,قبل 14 سنة,kodkingvegeta,UCN1di0dhmdOcKclCKZjTlTA,0,,False,ugW-BH8gPeY
UgzaMFL4TbRpuyIINBN4AaABAg,無人駅！？知らなかった…Σ(ﾟωﾟﾉ)ﾉ,قبل 3 سنوات,ヨーコちゃん,UCZjyXK3_7Gkv9NszjPQYxHA,2,,False,yFqYMvibHZc
Ugz-2KCvG0nZoMD1fGF4AaABAg,Grax Men!!!!!! :) ,قبل 8 سنوات,LOJ MrDrAakEe,UCbAUCB8lTzFAWblxzpf9-XA,0,,False,mEPqtVG_3jY
UgjVEuD3h5VvtXgCoAEC,"""ОЙ,  КАК МНОГО СОБРАЛОСЬ  СЛУШАТЕЛЕЙ НА ВЕБИНАР  ПО  ВИЗУАЛИЗАЦИИ , - БОЛЕЕ 600 ЧЕЛОВЕК, -  ЗАЯВИЛ ХОЛОДОВ,  НУ И ЦЕНА ЗА ОБУЧЕНИЕ  ОКОЛО 20 ТЫС. РУБЛЕЙ !   ЭТА МОРДА  ОБОРЗЕЛА  БЕСПРЕДЕЛЬНО,  САМЫЙ ГОЛОДНЫЙ  ЧУВАК НА СВЕТЕ !  НУ,  УМНОЖЬТЕ ЭТУ СУММУ, - 20 000 РУБ  НА  600 ЧЕЛОВЕК !     СКОЛЬКО ЛИЦЕНЗИОННЫХ ФИРМЕННЫХ ПРОГРАММ  АРХИКАД- 20  МОЖНО КУПИТЬ  НА ЭТИ ДЕНЬГИ, ПОСЧИТАЙТЕ ДРУЗЬЯ !  А САМЫЙ  ГОЛОДНЫЙ  ПАЦАН МИШКА, ЕМУ НАСРАТЬ НА ВСЕ,  ОН   БИЗНЕСОМ ЗАНИМАЕТСЯ И СВОИ УСЛУГИ ОЦЕНИВАЕТ НЕ ДЕШЕВО !  ЕГО КУРСЫ  АРХИКАД - МАСТЕР  ЯВЛЯЕТСЯ ОТСТОЙНОЙ  И НЕСОВЕРШЕННОЙ  ПОГРЕМУШКОЙ  ДЛЯ  ЛОХОВ,    В КОТОРЫХ НЕВОЗМОЖНО РАЗОБРАТЬСЯ ДАЖЕ ОПЫТНОМУ ПОЛЬЗОВАТЕЛЮ,  ВОТ МНЕ ТАК И НЕ УДАЛОСЬ ДАЖЕ  ПОЛОВИНУ  КУРСА ПРОЙТИ,  Т.К. АФЕРИСТ МИША  МУХЛЕВАЛ СВОИ ПОДДЕЛКИ НА СЛУЧАЙНЫХ И СТАРЫХ ВЕРСИЯХ НАЧАЛЬНЫХ АРХИКАДОВ...   ДОЛОЙ ХОЛОДОВА  !   А  ДЕНЬГИ БРАЛ  ЗАРАНЕЕ И БЕЗ ГАРАНТИИ !   НАДО ОБРАТИТЬСЯ В СПЕЦИАЛЬНЫЕ ОРГАНЫ, ЧТОБЫ  ВЫКИНУЛИ МИШУ И НАКАЗАЛИ ЖЕСТОЧАЙШИМ ОБРАЗОМ  ЗА  НАДУВАТЕЛЬСТВО И МОШЕНИЧЕСТВО !  ТОМУ ТАК И БЫТЬ !",قبل 5 سنوات,Вячеслав Аксентий,UCn6fT0BCfIsmtAXh4D3RD6A,0,,False,rUoH7nD9NjE
Ugyr4amL7nrl1-4KWhF4AaABAg,Despues de un reportaje de seis muertos no deberia reirse.,قبل 12 سنة,Peru info,UCbyiJ60OHTDtQSbqKfZ1jrA,0,,False,w1zbxx40Iqs
Ugi0NlNhflEJz3gCoAEC.8On7CFhBmb08x0G5YRj8TF,ありがとう(´・ω・｀),قبل سنتين,ゲームセンターZちゃんねる＠たかぼー64（楢崎隆裕）,UCs7BWVLkRe_7TVLxI4lT2yg,0,,False,WlatAx8Db1I
UgzVNfm__g41-7H-0th4AaABAg,Dhyaaga thalaivi sothula manna vaari pottiye ya modi 🤣,قبل سنة واحدة,Random diaries,UCZL-wUUeL9R_jvjqKXm3tog,1,,False,XSGfUXt4RgQ
UgzrPxyNXpYk1foNpDl4AaABAg,da sie wyczuc ze ma balagan w glowce...mimo wszystko pozdrawiam i dla zdrowia polecam odpaczac od polityki ..bawic wnuki cieszyc sie jesienia zycia ..zdecydowanie to panu wyjdzie na dobre...pozdrawiam,قبل 4 سنوات,lukasz,UC1K8ma3IN7NozRa_GqJqiPg,24,,False,i8q-d9hSuQ0
UgzggpGyb4FlXgyYQPx4AaABAg,наркоманка,قبل سنتين,like artur,UCtyhtCXXNktRflekFDvT4og,1,,False,BSsSITaZ5FY
Ugw9h6gD1EnB56KoKhx4AaABAg,ههههههه,قبل 9 سنوات,خليك ساكت ساكت,UC6U1mwkaDdQUGrRCd9InlNg,0,,False,xNUAo89IbUM
Ugy-Hx7tzVYLXMYdExd4AaABAg,Fack,قبل 3 سنوات,Alex,UCNoHCDqMgAt_RY82SAa-C4Q,0,,False,4Q7SGujri30
Ugz5E_Ds67l35Dr_Hd54AaABAg,over imagination,قبل 4 سنوات,Warren Hardy,UC1KciCiTcQiq_E56B6G8vdg,5,,False,nTt8oKsX1Zo
UgxPSWyBrvnx4BnDqjJ4AaABAg,anyone know how to lip read ???,قبل 10 سنوات,Samuel Ward,UC4TilK8fRAFZHvzXVcIPLOQ,0,,False,n1qjV261Vb8
UgifMru4J8nM1HgCoAEC,"خل الجهله على قولتهم والمبزره على قولتنا يتأدبون.
مايصير كل ما قال الواحد كلمه ولا سوى حركه بقصد او غير قصد تلفتوا عليه المبزره مضاربات وسكاكين واسلحه وفوق ذا كله الواحد منهم صار راكن على قبيلته انهم بيفزعون له فصار يسوي الي يبغاه حتى ان احدهم في مقطع فيديو يهدد شخص ثاني ان ديتك تجمعها قبيلتي في غمضة عين معناة ان هناك استهتار فانا ارى ان مثل تلك الامور بعد عدة مقاييس يتولها الحكم الشرعي إما السجن والعقاب والغرامه وإما السيف الأملح نسال الله العافية والسلامة لنا ولكم ولكن الموضوع زاد وتعدى كل الحواجز.

http://k.to/17w5",قبل 5 سنوات,مانع القحطاني,UCJOOiMWMuRK1uwsXmRUD0Dg,0,,False,nAyc40EKN98
UgydjBrVEfGS1-vGDjB4AaABAg,I'v actully seen this scene in real life I was outside a club one time when a bouncer got the shit kicked out him by like 20 crazy bitches it was kinda funny & horrible at the same time.,قبل 13 سنة,kingsman565,UCWhnH5sdbGZZxUh8JI8DEpg,0,,False,7V-fBBQJ7dc
UgiMa6IgeZVZkHgCoAEC,"Με τη γενειάδα,ήταν το περίεργο φως που έχουν όλες οι εκκλησίες που την έκανε να φαίνεται γκρίζα.",قبل 5 سنوات,Κώστας Πετρόχειλος,UCVjNZRuVIKXnrZHN8m3mTlA,0,,False,d7Cft116rJo
Ugh4iW9c4l7LYHgCoAEC,Сам ржет над своими словами. Ещё и глазки вверх закатывает. Это о многом говорит 2:26,قبل 6 سنوات,Kurtael,UCjmbbuWaRD3wuPv2AE2lNng,1,,False,7ey-42a-sJk
Ugz95cqRR1vZ3L_o8Al4AaABAg,"ニート東京でもそうやけど、
視聴者の
正社員に対するあたりが強すぎる笑",قبل 3 سنوات,Anoko,UCKrhYgqnAGL-aJcKYBraXYw,6,,False,TMLAo3MgqBw
Ugyc0I0GEfp6ZYBz7yp4AaABAg,"Cocoknya org ini di kasih rasah tima panas,,,,susuah2 pahlawan kita perjuangkn NKRI, enak skali dia hina2,,,",قبل سنة واحدة,Timur viral sekali,UC4_1zN-rJkKGiw7lnoR3Hmg,0,,False,Km3xym3I9dE
UghQigU8RZI-kHgCoAEC,"Kochani , nagranie zostało wstawione na Youtube ponieważ Mój Mąż poirytował się, że kobieta ( musicie uwierzyć na słowo że kierowała Kobieta ponieważ tego nie widać) miała kilkanaście okazji aby śmiało wyjechać z parkingu a tego nie robiła. W związku z tym została pobędzona poprzez trąbnięcie na co zareagowała pokazaniem ""fuck You"" ( uwierzcie na słowo ponieważ tego też nie widać). Puenta? Kobieta swoim ospalstwem powodowała tworzenie się korku przy wyjeździe z parkingu. Spokojniej proszę i kulturalniej się wyrażać w komentarzach. Pozdrawiam i szerokości .",قبل 7 سنوات,Madziullkamoja,UCnxoJV2QNWkfH-DxME7zEgg,0,,False,DaZeAU9p7w4
UgxVY4_req2FMdegpHV4AaABAg,とりあえず、「無断○△×※□」って何て言っているんです…？,قبل 5 سنوات,バンシーIV,UClyWKh0Mnj4F8u4oxsA1Kzw,2,,False,cF53mIiNevk
Ugy6kNkTjvc_kzr5s594AaABAg,Posaljite belu limuzinu da pokupe menadzera sa macom I borom za nastup !!!!!,قبل 4 سنوات,Vladimir Dobrasinovic,UCJ6-lc0wsyhgMKYayvLuLmA,5,,False,CTYKEQ-_yTo
Ugha4PEGdOFCNXgCoAEC,天啊！這也敢教，大家都知道，不如看網頁教學,قبل 4 سنوات,Hun Lee,UCqW0Y0jbz86_3vHQAxzzbSA,0,,False,w8dVzeORU8k
UgwUy6ba6WvEM6lYtCt4AaABAg,"not gonna lie, looks like fun",قبل 10 سنوات,FryezWith AShake,UCkRM5eqbc5z-vB6UbEV_Quw,0,,False,Cz9ymfN8Wr4
UgxToRWFZj0306gKGf54AaABAg,"спасибо! Голос разума - как глоток свободы, как лучик света в темноте! Но вот вопрос - а если нашей власти нужен только приход каждого на выборы? И бюллетени есть нужные, где уже стоит правильная галочка?",قبل 3 سنوات,Anna Belousova,UC7D0p2pe8_q0iTqiy4eLvWA,3,,False,P4lUCgcCAV4
UgwO6wyUOTw0LHTMXkZ4AaABAg,"We are here talking about BJP forming a Govt being the single largest party. 

Let us go back to 1996.

The then president( not the governor), Shankar Dayal Sharma at the behest of the then PM HD Devegowda dismissed the elected govt of Gujarat.

BJP was then divided by Congress and Devegowda. A new Govt was then formed by the break away group of BJP being led by Vaghela with the support of Congress.

The present Governor of Karnataka was witness to it all as he was the president of Gujarat BJP then.

One might question BJP for what it is doing but much worse has been done in India's history.

BJP, right before HD Devegowda's 85th birthday is giving his most unpleasant gift ever 22 years after he screwed BJP. 

Mere taking away a few MLA's from JDS is not enough, JDS should be split from middle and Devegowda senior should witness it.",قبل 3 سنوات,Indian Maori,UCJzi5Kes9aVY7WmLHTZaUug,0,,False,ix5F_Z2Qc9c
UgzzEnCea7mwdG4BgNB4AaABAg,Epic mismatch Part 2.,قبل 8 سنوات,rzagza11,UCUzQwtQuU9TCAyRg9NU5h4w,0,,False,VuiJtIyaQ0Q
UggTjCbrvbG2eXgCoAEC,Skinny hko,قبل 5 سنوات,Ernie Davila,UCeQrllqSrgkkwp3JCOc4iwQ,0,,False,S1T3F2tsYEs
UggGIUU129wp_ngCoAEC.8SGmMmHxPJ28SHa2wJg3ze,Стасис Симонавичюс карб,قبل 4 سنوات,Hashirama Senju,UCRY33zjBoWgon49dsGtDVQA,0,,False,bYpSQYr6Afg
Ugjpsv6dANLUMHgCoAEC.8OanCTtjjUu8OanmoBvzdV,"Simon Edgbaston you probably won't be wrong, that's the worst part about it",قبل 5 سنوات,Thegamer2000,UCS1dY6EoLOT4udqsAH1QH7Q,1,,False,z4tCp_aF_fE
UgwZkSg0it8I33Z2vwZ4AaABAg,I don't know why this video has got so many dislikes.,قبل 10 أشهر,Varun Bhat,UCEYCvGMQ6SZVnX5gS-XbejA,0,,False,DXHbmNu_jJY
UgxuM2uMFIIhXLF17XV4AaABAg,وش دراك,قبل 4 سنوات,السلام عليكم السلام,UCCMt0AHDKOrDBIVq_6m1uqQ,0,,False,ooEvT7EHV0s
Ugjyl4g7TOInM3gCoAEC,Hahaha,قبل 6 سنوات,felix lugo,UC7MDWUcM77G9i8zJLWA3qtw,1,,False,Aqqv6S7Z8M4
UggDPVuBIKuET3gCoAEC,"""mais ferme ta gueule, ferme ta gueule à tout jamais!"" DieuD ;-)

et ""jusqu'où va-t-on descendre?"" Alain ""master"" Soral",قبل 8 سنوات,aissaiiro,UCw9vmiwk8wN8qSTYGb0Xtwg,0,,False,Oz2LIZT5H60
UggezZA4yceCJXgCoAEC.8M3D05TxsXr8UOuHCP2_BH,の実況チャンネルクズロット 相手にされなくて草,قبل 4 سنوات,おっさん平和なコメント希望勢,UC8sz4y_tlDQm-VCfcns2JHA,1,,False,PRN1zXqmakU
Ugx1LtLR8cuqfAq-4pt4AaABAg,AAAAAAAAAH DEJA DE RECOLOREAR,قبل 3 سنوات,B L O O M —;;,UCVfRHQedCrPbsxLAsqirmJw,0,,False,Ha94cKsVobw
Ugwpt1o9znm-ZGf6O_x4AaABAg,dammit ive fallen for this twice now.,قبل 10 سنوات,Swaggs15,UC8nxDmlfy45psW-9TOZyPPg,0,,False,4NGt1LDpi8I
Ugzngv0sQIQ14IuwktZ4AaABAg,Que le pasó a Antonio Ríos???? Proba con un cencerro capaz te sale mejor,قبل 11 شهرًا,Facundo Molina,UCIlfGuRUj9xIRDJY0is6Q0Q,0,,False,b-8BUaN_Gp0
UgiaV42Woqz3z3gCoAEC,Music a little too loud but anyway good job ;3,قبل 4 سنوات,Srox Czarmander,UCFBCiwpOCc9LGgS62kDntwg,0,,True,DUt6nrqY0ok
UggZz32gIENSq3gCoAEC,"Šito video autorius pats asilas! !!!!
Nuobodaus gyvenimo auka.  ",قبل 7 سنوات,Mindaugas Miknevičius,UCM8Zmnz9x7M9HmIx0FPrKmQ,17,,False,0lCL8-vA0Bo
Ugh1txt2abZUE3gCoAEC,so tolerant :),قبل 5 سنوات,Dante Ventus,UCy87enYuBNhrtL4BqZAiRtg,5,,False,P21fy9IdWH0
UgywG2OClyVu3k6m8JF4AaABAg,來打假球的這樣就對了，打一下不著邊際的垃圾點，感覺有點新聞但又沒什麼效果 時間到 讓柯P好好再當四年市長 就沒事了,قبل 3 سنوات (تم تعديله),linfon00,UCHlJW9KQiwV3cPDYNuTRVPA,1,,False,kYBm0nc4XgA
Ugiv19ZSy5zYq3gCoAEC,"The Restaurant needs a sign ""Not for douchey wannabe food snobs""  Its not gourmet, its not high class, its tried and tested and has been in business longer than youve been alive ",قبل 7 سنوات,Kristopher Bonner,UC0JzrAxQIQs0Qg3Xm2MY2Ew,1,,False,jk4p6s-9ZOk
UghaqUVtpiVCA3gCoAEC,Comparing her intelligence to a cat would b very degrading to cats.,قبل 4 سنوات,Verbal Kint,UCueJIP2_Ka8lJ6Qx0XAgZRQ,0,,False,5Wi_tRGzU8c
Ugiwhk1QMrANengCoAEC,"Сук, лол, ару, каееееф, весь день смотрю, угараЮ!",قبل 5 سنوات,Татьяна Проворова,UCxrGj3Kp6yV0-yeH7paCAdQ,0,,False,psABjEMqqBU
UgypJvyhDqlVdyzjMHB4AaABAg,那些说礼貌地，中国就缺乏这种人。爱调皮捣蛋的成年人。  现在很多人怕害羞这不坐那不做。看欧美好多年轻人多活泼多作。 要对这个世界的多元包容。 我就觉得这挺好，爱闹。    要公德心要素质可以去日本。,قبل سنتين,butcher the,UCz3UO5iSvuSGMGUQ91aWxzg,0,,False,FbuaMMEaoIU
Uggq9NLU0tZ6RHgCoAEC.811f8xgXXag7-H2zejJHau, @rex tremendae majestatis  χρόνια τώρα :P,قبل 6 سنوات,NUKE,UCjTGffFFJ6jWj1UnzhW_4rA,0,,False,Eml-MRZn5ow
UgjWapkC7GDQm3gCoAEC,вон те здания вон те здания .....ой,قبل 8 سنوات,Happy,UClMazXZrAyYyfnHkVs4X-wA,0,,False,bi4WTe_lQsA
Ugj6y08meUbKnXgCoAEC,"Do you have to logout and stay offline for two days or play roblox as usaual
",قبل 7 سنوات,FirstGreatWesternRBLXHST,UCQ5H4QcYEtuiNzJEZcHzSNg,0,,False,KB7YhsxKlj0
UgiO8gtUONnmE3gCoAEC,....,قبل 6 سنوات,Torres19,UC7-SZ4SF9D6D_MXzRMpwJ7Q,0,,False,SWyNsZ9VDhA
UgyCURo8lBfvjnk6sTB4AaABAg.8la4ZTHnysI8ln7twq8_Cu,"She knows exactly what she's doing.No deal was always the aim hence the heel dragging in triggering article 50 and incompetence to date. Those in the Tory party pulling her strings stand to make a lot of money post-Brexit and the nation can go to hell. The genius of it is, is that the very people who'll suffer the most are those that voted for it. I suppose that's what you get for being so mentally challenged, all you can read is the Sun or Daily Mail and deferential to those with a posh accent.",قبل 3 سنوات,Alex Harrington,UCz1b7WRCy0op-Cl5RyZzlFw,0,,False,bS_Q2t_y_H4
